address,area,city,community_name,floor,listing_title,municipal_district,orientation,price,province,rooms,unit_price,url,year
城北新城-郯新路69号,22㎡,新沂,翠屏嘉苑,（共6层）,道北-翠屏嘉苑 1室0厅,,南向,10万,,1室0厅,4545元/㎡,https://xinyi.esf.fang.com/chushou/16_5087149.htm,2011年建
主城区-新安路84号,108.66㎡,新沂,供销小区,（共5层）,主城区 供销小区 3室1厅,,南向,65万,,3室1厅,5981元/㎡,https://xinyi.esf.fang.com/chushou/16_5156552.htm,2011年建
主城区-青年路49号,86.33㎡,新沂,阳光帝景城,（共18层）,主城区 阳光帝景城 2室2厅,,南向,75万,,2室2厅,8687元/㎡,https://xinyi.esf.fang.com/chushou/16_5150883.htm,2011年建
城南新城-钟吾南路202号,132.71㎡,新沂,钟吾壹号,（共15层）,城南新城 钟吾壹号 3室2厅,,南向,113万,,3室2厅,8514元/㎡,https://xinyi.esf.fang.com/chushou/16_5145186.htm,2011年建
高隆湾-高隆湾,75㎡,文昌,浙大网新蝶恋海,（共13层）,文昌 浙大网新蝶恋海 2室1厅,,南向,90万,,2室1厅,12000元/㎡,https://wenchang.esf.fang.com/chushou/16_4986059.htm,2015年建
清澜经济开发区-清谰开发区南二环路,48.6㎡,文昌,同业天海紫贝,（共10层）,文昌 同业天海紫贝 1室1厅,,南向,53万,,1室1厅,10905元/㎡,https://wenchang.esf.fang.com/chushou/16_4580416.htm,2015年建
月亮湾-文昌市月亮湾北部起步区的中部,65㎡,文昌,世茂怒放海别墅,（共1层）,文昌 世茂怒放海别墅 2室2厅,,西北向,78万,,2室2厅,12000元/㎡,https://wenchang.esf.fang.com/chushou/16_5055309.htm,2015年建
清澜经济开发区-高隆湾旅游大道西侧,85.07㎡,文昌,中南森海湾,（共12层）,文昌 中南森海湾 2室1厅,,南向,78万,,2室1厅,9168元/㎡,https://wenchang.esf.fang.com/chushou/16_4587724.htm,2015年建
文昌市中区-新市区文清大道椰子大观园正对面,39.66㎡,文昌,叠翠苑,（共16层）,文昌 叠翠苑 1室1厅,,东南向,32万,,1室1厅,8068元/㎡,https://wenchang.esf.fang.com/chushou/16_5144006.htm,2012年建
月亮湾-月亮湾北部起步区,88㎡,文昌,合景月亮湾,（共30层）,文昌 合景月亮湾 3室2厅,,东北向,60万,,2室2厅,6818元/㎡,https://wenchang.esf.fang.com/chushou/16_5134528.htm,2020年建
高隆湾-东方龙湾,90.56㎡,文昌,东方龙湾,（共20层）,文昌 东方龙湾 2室1厅,,南向,100万,,2室1厅,11042元/㎡,https://wenchang.esf.fang.com/chushou/16_5016378.htm,2016年建
月亮湾-月亮湾北部起步区,69㎡,文昌,合景月亮湾,（共30层）,文昌 合景月亮湾 2室1厅,,南向,55万,,2室1厅,7971元/㎡,https://wenchang.esf.fang.com/chushou/16_5020200.htm,2016年建
清澜经济开发区-清澜开发区高隆湾,48.3㎡,文昌,白金海岸,（共6层）,文城镇 白金海岸 1室1厅,,西南向,36万,,1室1厅,7453元/㎡,https://wenchang.esf.fang.com/chushou/16_4088750.htm,2019年建
月亮湾-月亮湾北部起步区的中部,71.01㎡,文昌,世茂怒放海,（共32层）,文昌 世贸怒放海 2室1厅,,南向,75万,,2室1厅,10561元/㎡,https://wenchang.esf.fang.com/chushou/16_4960117.htm,2018年建
清澜经济开发区-清澜经济开发区南二环路,31.16㎡,文昌,清澜别院,（共16层）,文昌 清澜别院 1室1厅,,南向,30万,,1室1厅,9627元/㎡,https://wenchang.esf.fang.com/chushou/16_4848556.htm,2018年建
宁乡-玉园路与安康路交汇处西北角,118.24㎡,宁乡,长房·宁城府,（共33层）,金洲镇 宁洲府 3室2厅,,南向,57万,,3室2厅,4820元/㎡,https://ningxiang.esf.fang.com/chushou/16_5105155.htm,2022年建
白马桥街道-宁乡县白马大道,129.7㎡,宁乡,馨怡园,（共7层）,白马桥街道 馨香园 3室2厅,,南向,72万,,3室2厅,5551元/㎡,https://ningxiang.esf.fang.com/chushou/16_5054774.htm,2022年建
玉潭街道,134.9㎡,宁乡,世纪花园,（共30层）,玉潭街道 世纪花园 5室2厅,,南北向,95.6万,,5室2厅,7086元/㎡,https://ningxiang.esf.fang.com/chushou/16_5136328.htm,2022年建
宁乡-宁乡楚沩东路6号,180.56㎡,宁乡,御景名城,（共28层）,宁乡 御景名城 4室2厅,,南向,108万,,4室2厅,5981元/㎡,https://ningxiang.esf.fang.com/chushou/16_5126837.htm,2022年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共11层）,"十月底新上一线海景小区,一层带花园30多平米,拎包入住太划算",,南北向,33.5万,,2室2厅,3941元/㎡,https://longkou.esf.fang.com/chushou/3_151432572.htm,2010年建
度假区-东海旅游度假区(龙口港东北方向2000米),49㎡,龙口,海泉湾,（共27层）,"2023年开年特惠,上海大姐急用钱,损失将近15万,环境特好",,西北向,25.8万,,1室1厅,5265元/㎡,https://longkou.esf.fang.com/chushou/3_151438289.htm,2018年建
度假区-龙口市南山东海旅游区,73.45㎡,龙口,南山碧海苑,（共6层）,"价格能谈新上好位置一层带花园,拎包入住,生活,交通真的很方便",,南北向,27.5万,,2室2厅,3744元/㎡,https://longkou.esf.fang.com/chushou/3_151397060.htm,2007年建
度假区-东海开发区柳海村北800米,37㎡,龙口,海一方,（共6层）,"2023开年特惠,总价比较低的一套小户型,麻雀虽小五脏俱全",,南向,12.3万,,1室1厅,3324元/㎡,https://longkou.esf.fang.com/chushou/3_151438306.htm,2010年建
度假区-烟台龙口南山,85㎡,龙口,高尔夫一号,（共11层）,"九月中旬上看海两居室,业主从45万降价到今天的价格,哎",,南北向,31.5万,,2室1厅,3705元/㎡,https://longkou.esf.fang.com/chushou/3_151426536.htm,2010年建
度假区-东海旅游度假区港栾码头西10米,86㎡,龙口,金域蓝湾,（共18层）,"新上精装看海三居室,总价才跟两居室价格差不多,多合适呀。",,南北向,36万,,3室2厅,4186元/㎡,https://longkou.esf.fang.com/chushou/3_151397955.htm,2013年建
度假区-南山东海旅游度假区海立方南500米,33㎡,龙口,瀚海绿城,（共5层）,"新上精品度假房,麻雀虽小五脏俱全,真的很适合老年人度假",,南北向,12.8万,,1室1厅,3878元/㎡,https://longkou.esf.fang.com/chushou/3_151393222.htm,2013年建
度假区-龙口东海旅游度假区东海外语学校西北800米处,128㎡,龙口,怡海苑,（共6层）,"新上好位置复试,1680一平米。性价比之王,自助出租都有了",,南北向,21.8万,,4室2厅,1703元/㎡,https://longkou.esf.fang.com/chushou/3_151395128.htm,2013年建
度假区-沿海路16号楼3单元,102㎡,龙口,海润豪景,（共9层）,"2023开年特惠。看海里面算是比较不错的户型,不错的价格",,南北向,39.8万,,2室2厅,3901元/㎡,https://longkou.esf.fang.com/chushou/3_151438552.htm,2009年建
度假区-龙口市南山东海旅游区,156㎡,龙口,星海湖畔,（共18层）,"2023年新上度假区超好的平层三居室,重盘地暖管。没有之一",,南北向,59.8万,,3室2厅,3833元/㎡,https://longkou.esf.fang.com/chushou/3_151438114.htm,2009年建
度假区-海润豪景,131㎡,龙口,海润豪景,（共18层）,"新上不太豪华的三居室,不过论性价比来说,那是真合适",,南北向,60万,,3室2厅,4580元/㎡,https://longkou.esf.fang.com/chushou/3_151399033.htm,2009年建
度假区-龙口市南山东海旅游区,115㎡,龙口,星海湖畔,（共18层）,"2023开春特惠,性价比炒鸡高的一套大两居虽然花园是后期围的",,南北向,38.8万,,2室2厅,3373元/㎡,https://longkou.esf.fang.com/chushou/3_151438309.htm,2008年建
度假区-东海旅游度假区内鑫港宾馆南500米,77㎡,龙口,东方星城,（共6层）,"2023年捡漏特惠,东部新区,超好户型,二层价格也够低了。",,南北向,19万,,2室2厅,2467元/㎡,https://longkou.esf.fang.com/chushou/3_151438642.htm,2015年建
度假区-南山东海旅游度假区怡海苑东200米,92㎡,龙口,悦海苑,（共6层）,"九月初新上二层精装两居室,92平超大户型,地理位置优越。",,南北向,31.8万,,2室2厅,3456元/㎡,https://longkou.esf.fang.com/chushou/3_151426259.htm,2009年建
度假区-南山东海黄金海岸,100㎡,龙口,海韵苑,（共6层）,"新上超大两居室,地理位置很不错,度假的不二选择",,南北向,17.3万,,2室2厅,1730元/㎡,https://longkou.esf.fang.com/chushou/3_151394829.htm,2008年建
度假区-山东烟台龙口东海黄金海岸,70㎡,龙口,阳光托斯卡纳,（共6层）,"新上好房子,意大利建筑风格,小区特别漂亮。装修就没住几天",,南北向,25.5万,,2室1厅,3642元/㎡,https://longkou.esf.fang.com/chushou/3_151397331.htm,2010年建
度假区-龙口市南山东海旅游区,120㎡,龙口,碧海苑,（共4层）,"2023稀缺4楼送5楼大复试。5个卧室,两个大露天,仅此一套",,南北向,31.5万,,5室3厅,2625元/㎡,https://longkou.esf.fang.com/chushou/3_151438874.htm,2007年建
度假区-烟台龙口南山,31㎡,龙口,高尔夫一号,（共6层）,"2023开年特惠,五万块钱,能在龙口的海边买套房?这是为啥?",,南北向,5万,,1室1厅,1612元/㎡,https://longkou.esf.fang.com/chushou/3_151438615.htm,2009年建
度假区-龙口市南山东海旅游区,78㎡,龙口,南山碧海苑,（共5层）,"八月新上拎包住,新装修。在没有这么大的花园了目前。仅此一套",,南北向,32.8万,,2室2厅,4205元/㎡,https://longkou.esf.fang.com/chushou/3_151376410.htm,2007年建
度假区-山东龙口徐福镇,77㎡,龙口,福海阁,（共18层）,"十一月新上海景房,业主急用钱,价格便宜的很,景观无敌",,西北向,33.8万,,2室2厅,4389元/㎡,https://longkou.esf.fang.com/chushou/3_151435212.htm,2010年建
度假区-龙口阳光海岸中心(农贸市场以北),58㎡,龙口,龙族海城广场,（共7层）,"河北阿姨家里用钱,急售海城广场电梯洋房,亏损近20万",,南向,21.5万,,1室1厅,3706元/㎡,https://longkou.esf.fang.com/chushou/3_151438825.htm,2017年建
度假区-东海旅游度假区港栾码头西10米,50㎡,龙口,金域蓝湾,（共6层）,"2023年八万八就能买套看海的一居室,你信吗?",,南北向,8.8万,,1室1厅,1760元/㎡,https://longkou.esf.fang.com/chushou/3_151438786.htm,2010年建
度假区-山东龙口徐福镇,77㎡,龙口,福海阁,（共18层）,"2023开年特惠,业主急用钱,赔巨额转让龙口一线海景房,泪奔",,西北向,39.8万,,2室2厅,5168元/㎡,https://longkou.esf.fang.com/chushou/3_151438531.htm,2009年建
度假区-海润豪景,131.02㎡,龙口,海润豪景,（共18层）,"看海从东看到西,没有之一,再降6万,现在60万",,南北向,60万,,3室2厅,4579元/㎡,https://longkou.esf.fang.com/chushou/3_151331762.htm,2010年建
度假区-山东烟台龙口东海黄金海岸,59㎡,龙口,阳光托斯卡纳,（共6层）,"2023开出特惠,不到十万买这个小区的两居室,真是太香了",,南北向,9.9万,,2室1厅,1677元/㎡,https://longkou.esf.fang.com/chushou/3_151438308.htm,2010年建
度假区-东海旅游度假区(龙口港东北方向2000米),96㎡,龙口,海泉湾,（共5层）,"七月新上一层带花园,特大两居室,稀缺小区,稀缺房源,仅此一套",,南北向,55.6万,,2室2厅,5791元/㎡,https://longkou.esf.fang.com/chushou/3_151420267.htm,2014年建
度假区-龙口阳光海岸中心(农贸市场以北),107.53㎡,龙口,龙族海城广场,（共22层）,直降五万龙族海城广场 107.53平2居 南北向精装修,,南北向,50万,,2室2厅,4649元/㎡,https://longkou.esf.fang.com/chushou/3_151320375.htm,2015年建
度假区-东海旅游度假区内鑫港宾馆南500米,52㎡,龙口,东方星城,（共6层）,"挨着海鲜码头,步梯三层这个价格真的很合适哟",,南北向,19.88万,,1室1厅,3823元/㎡,https://longkou.esf.fang.com/chushou/3_151316176.htm,2014年建
度假区-龙口市南山东海旅游区,88㎡,龙口,碧海苑,（共6层）,"九月初新上装修别出心裁的房子,集成墙板,次看这样的",,南北向,27.5万,,2室2厅,3125元/㎡,https://longkou.esf.fang.com/chushou/3_151426430.htm,2007年建
度假区-东海旅游度假区海立方北300米,50㎡,龙口,悦海居,（共6层）,"2023开年福利, 这样的价格吗,这样的二层,您还在犹豫?",,南北向,12.8万,,1室1厅,2560元/㎡,https://longkou.esf.fang.com/chushou/3_151438618.htm,2010年建
度假区-东海旅游度假区,42㎡,龙口,金域蓝湾B区,（共28层）,"十一月新上一线海景经典小户型,电梯一居室,嘎嘎好的那种",,南向,17.8万,,1室1厅,4238元/㎡,https://longkou.esf.fang.com/chushou/3_151434722.htm,2016年建
度假区-龙口市东海旅游度假区,58㎡,龙口,东海名居,（共6层）,这是2023年性价比比较高的房子。这个房子还送20平米大露台,,南北向,9.8万,,1室1厅,1689元/㎡,https://longkou.esf.fang.com/chushou/3_151438906.htm,2010年建
度假区-龙口市东海旅游度假区,76㎡,龙口,滨海华庭,（共6层）,"十月新上,业主前年买 的,今年急用钱,这房子简直太划算了。",,南北向,15.3万,,2室1厅,2013元/㎡,https://longkou.esf.fang.com/chushou/3_151429160.htm,2010年建
度假区-东海旅游度假区(阳光一路以北),42㎡,龙口,金沙滩,（共33层）,"新上一线海景小区,经典小户型,小区环境嘎嘎好",,南北向,16万,,1室1厅,3809元/㎡,https://longkou.esf.fang.com/chushou/3_151399286.htm,2013年建
度假区-山东烟台龙口东海黄金海岸,52㎡,龙口,托斯卡纳,（共6层）,"2023年2月特惠一居室,小区环境是关键,户型也很好,值得看",,南北向,13.5万,,1室1厅,2596元/㎡,https://longkou.esf.fang.com/chushou/3_151438694.htm,2011年建
度假区-林海路以南、静海路以北,35㎡,龙口,瀚海绿城,（共6层）,新上一个度假相当合适的房源。主要是价位也合适,,南向,10.8万,,1室1厅,3085元/㎡,https://longkou.esf.fang.com/chushou/3_151398009.htm,2015年建
度假区-龙口市南山东海旅游区,85㎡,龙口,碧海苑,（共6层）,"2023开年特惠,性价比炒鸡高的步梯3层大两室两厅,全明户型",,南北向,18.5万,,2室2厅,2176元/㎡,https://longkou.esf.fang.com/chushou/3_151438530.htm,2007年建
度假区-山东龙口南山旅游度假区内,168㎡,龙口,佛光16号公馆,（共6层）,"真正的别墅,真正的有钱人的生活,仅此而已",,南向,138万,,卧室：4个,8214元/㎡,https://longkou.esf.fang.com/chushou/10_151300721.htm,2007年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共18层）,"直降三万新上精装电梯大两居室,地理位置不错。户型图不准",,南北向,30.8万,,2室2厅,3623元/㎡,https://longkou.esf.fang.com/chushou/3_151395359.htm,2007年建
度假区-龙口东海度假区,94㎡,龙口,龙族海城广场,（共18层）,"直降五万,直降五万度,精装拎包入住",,南北向,50万,,2室2厅,5319元/㎡,https://longkou.esf.fang.com/chushou/3_151080700.htm,2019年建
度假区-南山东海旅游度假区怡海苑东200米,157㎡,龙口,悦海苑,（共11层）,"2023豪华装修的看海复试,还送露台,这才是人生赢家",,西北向,68万,,4室3厅,4331元/㎡,https://longkou.esf.fang.com/chushou/3_151438824.htm,2009年建
度假区-东海黄金海岸的四号地段,86㎡,龙口,龙族海景,（共11层）,"2023年2月份,网红小区龙族海景,不错的电梯两居室",,西北向,29.8万,,2室2厅,3465元/㎡,https://longkou.esf.fang.com/chushou/3_151438689.htm,2009年建
度假区-龙口市南山东海旅游区,88.73㎡,龙口,南山碧海苑,（共6层）,"十月下旬新上ZUI便宜的三居室了,而且还是一层送花园。",,南北向,30.3万,,3室2厅,3414元/㎡,https://longkou.esf.fang.com/chushou/3_151428883.htm,2007年建
度假区-龙口市南山东海旅游区,96.7㎡,龙口,南山碧海苑,（共6层）,"新上XI缺三居室,业主想换小房子,赔钱急售,想换海景房",,南北向,32.8万,,3室1厅,3391元/㎡,https://longkou.esf.fang.com/chushou/3_151410661.htm,2007年建
度假区-龙口阳光海岸中心(农贸市场以北),65㎡,龙口,龙族海城广场,（共18层）,"十月新上万科物业,业主急用钱,迫不得已降价的房子,亏大了",,南北向,23.8万,,1室2厅,3661元/㎡,https://longkou.esf.fang.com/chushou/3_151428626.htm,2017年建
度假区-山东烟台龙口东海黄金海岸,87㎡,龙口,托斯卡纳,（共6层）,"2023年2月网红小区,意大利建筑风格,屈指可数的小区。三居",,南北向,30.9万,,3室2厅,3551元/㎡,https://longkou.esf.fang.com/chushou/3_151438691.htm,2011年建
度假区-东海旅游度假区港栾码头西10米,73.56㎡,龙口,金域蓝湾,（共18层）,2023年正月新上聚划算电梯两居室,,南向,22.8万,,2室2厅,3099元/㎡,https://longkou.esf.fang.com/chushou/3_151438011.htm,2010年建
度假区-龙口市南山东海旅游区,156㎡,龙口,星海湖畔,（共9层）,"七月新上度假区大的电梯复式,南北通透,户型相当敞亮",,南北向,46万,,4室2厅,2948元/㎡,https://longkou.esf.fang.com/chushou/3_151417395.htm,2009年建
度假区-东海黄金海岸的四号地段,117㎡,龙口,龙族海景,（共17层）,"新上好房子,这个小区再也找不到这么便宜的三居室了。",,南北向,36.8万,,3室2厅,3145元/㎡,https://longkou.esf.fang.com/chushou/3_151399783.htm,2009年建
度假区-龙口市南山东海旅游区,94㎡,龙口,南山碧海苑,（共6层）,"十一月新上还有比这个便宜的三居室吗?位置嘎嘎好,户型贼拉棒",,南北向,18.8万,,3室2厅,2000元/㎡,https://longkou.esf.fang.com/chushou/3_151434730.htm,2007年建
度假区-东海黄金海岸的四号地段,86㎡,龙口,龙族海景,（共17层）,"八月新上景观Zui好的海景房,目前市面上就这一套46.5万",,西北向,46.5万,,2室2厅,5406元/㎡,https://longkou.esf.fang.com/chushou/3_151422572.htm,2009年建
度假区-东海旅游度假区港栾码头西10米,81㎡,龙口,金域蓝湾,（共28层）,"2023开年特价房,无敌海景精装两居室,业主急用钱周转,亏死",,南北向,36.8万,,2室2厅,4543元/㎡,https://longkou.esf.fang.com/chushou/3_151438124.htm,2010年建
度假区-龙口市南山东海旅游区,108㎡,龙口,南山碧海苑,（共4层）,"十一月新上低密度的好房子,三层三居室。拎包入住,性价比不错",,南北向,31.5万,,3室2厅,2916元/㎡,https://longkou.esf.fang.com/chushou/3_151435000.htm,2007年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共11层）,"八月中旬新上Zui Zui便宜的一套海景房,真的很不赖",,南北向,31.5万,,2室2厅,3705元/㎡,https://longkou.esf.fang.com/chushou/3_151424391.htm,2009年建
度假区-山东龙口徐福镇,62.5㎡,龙口,福海阁,（共6层）,"新上性价比相当高的一层带花园两居室,地理位置也不错,生活方便",,南北向,26万,,2室1厅,4160元/㎡,https://longkou.esf.fang.com/chushou/3_151399166.htm,2009年建
度假区-南山东海旅游度假区怡海苑东200米,55.36㎡,龙口,悦海苑,（共11层）,"2023年特惠电梯一居室,好位置,拎包入住,就是户型一般",,北向,20.8万,,1室1厅,3757元/㎡,https://longkou.esf.fang.com/chushou/3_151438489.htm,2008年建
度假区-山东省龙口市东海旅游度假区东海明珠小区,60㎡,龙口,东海明珠,（共11层）,"新上看没看过这样的房子,价格可谈。度假区中心位置,随时过户。",,南北向,26.8万,,1室1厅,4466元/㎡,https://longkou.esf.fang.com/chushou/3_151390866.htm,2008年建
度假区-东海旅游度假区港栾码头西10米,80㎡,龙口,金域蓝湾,（共28层）,"7月下旬新上看海ZUI好,价格ZUI便宜的一套无敌海景房",,南北向,39.8万,,2室2厅,4975元/㎡,https://longkou.esf.fang.com/chushou/3_151419396.htm,2013年建
度假区-龙口东海旅游度假区东海外语学校西北800米处,58.86㎡,龙口,怡海苑,（共6层）,"新上好位置步梯5层,适合年轻人度假。生活,交通都方便",,南向,10.8万,,1室1厅,1834元/㎡,https://longkou.esf.fang.com/chushou/3_151396057.htm,2013年建
度假区-东海旅游度假区港栾码头西10米,80㎡,龙口,金域蓝湾,（共28层）,"降价急售44.5万无敌观海房,比较不好找,尤其是这样的装修。",,南北向,44.5万,,2室2厅,5562元/㎡,https://longkou.esf.fang.com/chushou/3_151369300.htm,2010年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共11层）,"十月底新上一线海景小区,一层带花园30多平米,拎包入住太划算",,南北向,33.5万,,2室2厅,3941元/㎡,https://longkou.esf.fang.com/chushou/3_151432572.htm,2010年建
度假区-龙口阳光海岸中心(农贸市场以北),107.53㎡,龙口,龙族海城广场,（共22层）,直降五万龙族海城广场 107.53平2居 南北向精装修,,南北向,50万,,2室2厅,4649元/㎡,https://longkou.esf.fang.com/chushou/3_151320375.htm,2015年建
度假区-龙口市东海旅游度假区,68㎡,龙口,东海名居,（共6层）,"六月新上稀缺一层带花园,精装房,26.5万拎包入住",,南北向,26.5万,,2室1厅,3897元/㎡,https://longkou.esf.fang.com/chushou/3_151409965.htm,2010年建
度假区-山东烟台龙口东海黄金海岸,87㎡,龙口,托斯卡纳,（共6层）,"2023年2月网红小区,意大利建筑风格,屈指可数的小区。三居",,南北向,30.9万,,3室2厅,3551元/㎡,https://longkou.esf.fang.com/chushou/3_151438691.htm,2011年建
度假区-东海旅游度假区(龙口港东北方向2000米),59.96㎡,龙口,海泉湾,（共26层）,"2023年开年特惠房,高档小区看海大一居,价格历史新低",,西北向,23.8万,,1室1厅,3969元/㎡,https://longkou.esf.fang.com/chushou/3_151438013.htm,2011年建
度假区-东海旅游度假区海立方北300米,50㎡,龙口,悦海居,（共6层）,"2023开年福利, 这样的价格吗,这样的二层,您还在犹豫?",,南北向,12.8万,,1室1厅,2560元/㎡,https://longkou.esf.fang.com/chushou/3_151438618.htm,2010年建
度假区-东海黄金海岸的四号地段,117㎡,龙口,龙族海景,（共17层）,"新上好房子,这个小区再也找不到这么便宜的三居室了。",,南北向,36.8万,,3室2厅,3145元/㎡,https://longkou.esf.fang.com/chushou/3_151399783.htm,2009年建
度假区-东海旅游度假区(龙口港东北方向2000米),42㎡,龙口,海泉湾,（共26层）,"2023开年特惠,看海,看黑松,环境好的电梯小户型,适合度假",,西北向,16.8万,,1室1厅,4000元/㎡,https://longkou.esf.fang.com/chushou/3_151438548.htm,2017年建
度假区-龙口市南山东海旅游区,108㎡,龙口,南山碧海苑,（共4层）,"十一月新上低密度的好房子,三层三居室。拎包入住,性价比不错",,南北向,31.5万,,3室2厅,2916元/㎡,https://longkou.esf.fang.com/chushou/3_151435000.htm,2007年建
度假区-南山东海旅游度假区怡海苑东200米,55.36㎡,龙口,悦海苑,（共11层）,"2023年特惠电梯一居室,好位置,拎包入住,就是户型一般",,北向,20.8万,,1室1厅,3757元/㎡,https://longkou.esf.fang.com/chushou/3_151438489.htm,2008年建
度假区-海润豪景,131.02㎡,龙口,海润豪景,（共18层）,"看海从东看到西,没有之一,再降6万,现在60万",,南北向,60万,,3室2厅,4579元/㎡,https://longkou.esf.fang.com/chushou/3_151331762.htm,2010年建
