address,area,city,community_name,floor,listing_title,municipal_district,orientation,price,province,rooms,unit_price,url,year
度假区-东海旅游度假区港栾码头西10米,58.49㎡,龙口,金域蓝湾,（共6层）,"2023年2月上位置不错,房子装修很好,不到20,好楼层。",,南北向,19.8万,,1室1厅,3385元/㎡,https://longkou.esf.fang.com/chushou/3_151438680.htm,2010年建
度假区-南山东海旅游度假区怡海苑东200米,115㎡,龙口,悦海苑,（共11层）,"2023年特惠2500一平米的电梯房一线小区,真的太划算了。",,南北向,28.8万,,2室2厅,2504元/㎡,https://longkou.esf.fang.com/chushou/3_151428624.htm,2008年建
度假区-山东龙口东海黄金海岸,65㎡,龙口,御海湾,（共6层）,"见过三层送露台的房子,价格太合适了。大露台20平米左右",,南北向,21.8万,,2室1厅,3353元/㎡,https://longkou.esf.fang.com/chushou/3_151438823.htm,2010年建
度假区-东海旅游度假区内鑫港宾馆南500米,52㎡,龙口,东方星城,（共6层）,"挨着海鲜码头,步梯三层这个价格真的很合适哟",,南北向,19.88万,,1室1厅,3823元/㎡,https://longkou.esf.fang.com/chushou/3_151316176.htm,2014年建
度假区-山东烟台龙口东海黄金海岸,52㎡,龙口,托斯卡纳,（共6层）,"2023年2月特惠一居室,小区环境是关键,户型也很好,值得看",,南北向,13.5万,,1室1厅,2596元/㎡,https://longkou.esf.fang.com/chushou/3_151438694.htm,2011年建
度假区-龙口东海旅游度假区东海外语学校西北800米处,79㎡,龙口,怡海苑,（共6层）,"直降3万步梯5层,两居室户型方正,位置很好,户型图不准",,南北向,16.8万,,2室2厅,2126元/㎡,https://longkou.esf.fang.com/chushou/3_151395580.htm,2011年建
度假区-龙口市南山东海旅游区,85㎡,龙口,碧海苑,（共6层）,"2023开年特惠,性价比炒鸡高的步梯3层大两室两厅,全明户型",,南北向,18.5万,,2室2厅,2176元/㎡,https://longkou.esf.fang.com/chushou/3_151438530.htm,2007年建
度假区-龙口市东海旅游度假区,58㎡,龙口,东海名居,（共6层）,这是2023年性价比比较高的房子。这个房子还送20平米大露台,,南北向,9.8万,,1室1厅,1689元/㎡,https://longkou.esf.fang.com/chushou/3_151438906.htm,2010年建
度假区-龙口市南山东海旅游区,88㎡,龙口,碧海苑,（共6层）,"九月初新上装修别出心裁的房子,集成墙板,次看这样的",,南北向,27.5万,,2室2厅,3125元/㎡,https://longkou.esf.fang.com/chushou/3_151426430.htm,2007年建
度假区-龙口阳光海岸中心(农贸市场以北),58㎡,龙口,龙族海城广场,（共7层）,"河北阿姨家里用钱,急售海城广场电梯洋房,亏损近20万",,南向,21.5万,,1室1厅,3706元/㎡,https://longkou.esf.fang.com/chushou/3_151438825.htm,2017年建
度假区-龙口市南山东海旅游区,118㎡,龙口,碧海苑,（共6层）,"已经配上家具啦。价格还便宜啦39.5万,可配合贷款,仅此一套",,南北向,39.5万,,3室2厅,3347元/㎡,https://longkou.esf.fang.com/chushou/3_151303324.htm,2007年建
度假区-东海旅游度假区港栾码头西10米,73.56㎡,龙口,金域蓝湾,（共18层）,2023年正月新上聚划算电梯两居室,,南向,22.8万,,2室2厅,3099元/㎡,https://longkou.esf.fang.com/chushou/3_151438011.htm,2010年建
度假区-山东龙口徐福镇,72㎡,龙口,福海阁,（共6层）,"2023年开年特惠,价格可谈,一线小区拎包入住送35平米花园",,南北向,32.5万,,2室1厅,4513元/㎡,https://longkou.esf.fang.com/chushou/3_151438307.htm,2009年建
度假区-龙口市南山东海旅游区,93㎡,龙口,星海湖畔,（共6层）,"十一月底新上三居室,捡漏的过来看看。一线海景小区简单装修",,南北向,18.3万,,3室2厅,1967元/㎡,https://longkou.esf.fang.com/chushou/3_151436079.htm,2008年建
度假区-山东龙口徐福镇,62.5㎡,龙口,福海阁,（共6层）,"新上性价比相当高的一层带花园两居室,地理位置也不错,生活方便",,南北向,26万,,2室1厅,4160元/㎡,https://longkou.esf.fang.com/chushou/3_151399166.htm,2009年建
度假区-山东烟台龙口东海黄金海岸,63.46㎡,龙口,托斯卡纳,（共6层）,"2023年开春特惠,格外漂亮的小区,这个价也是逆天了五层",,南北向,11.5万,,2室1厅,1812元/㎡,https://longkou.esf.fang.com/chushou/3_151438288.htm,2009年建
度假区-南山东海旅游度假区海立方南500米,33㎡,龙口,瀚海绿城,（共5层）,"新上精品度假房,麻雀虽小五脏俱全,真的很适合老年人度假",,南北向,12.8万,,1室1厅,3878元/㎡,https://longkou.esf.fang.com/chushou/3_151393222.htm,2009年建
度假区-龙口市南山东海旅游区,87.76㎡,龙口,南山碧海苑,（共6层）,"十二月中旬新上户型相当不错的两居室,毛坯房还不到2000一平",,南北向,17.3万,,2室2厅,1971元/㎡,https://longkou.esf.fang.com/chushou/3_151436910.htm,2009年建
度假区-沿海路16号楼3单元,80㎡,龙口,海润豪景,（共11层）,"2023开年特惠,一线海景小区里面性价比比较高的房子",,南向,28.8万,,2室2厅,3600元/㎡,https://longkou.esf.fang.com/chushou/3_151438549.htm,2010年建
度假区-山东龙口南山旅游度假区内,168㎡,龙口,佛光16号公馆,（共11层）,"真正的别墅,真正的有钱人的生活,仅此而已",,南向,138万,,卧室：4个,8214元/㎡,https://longkou.esf.fang.com/chushou/10_151300721.htm,2010年建
度假区-东海旅游度假区港栾码头西10米,81㎡,龙口,金域蓝湾,（共28层）,"2023开年特价房,无敌海景精装两居室,业主急用钱周转,亏死",,南北向,36.8万,,2室2厅,4543元/㎡,https://longkou.esf.fang.com/chushou/3_151438124.htm,2010年建
度假区-龙口东海旅游度假区东海外语学校西北800米处,58.86㎡,龙口,怡海苑,（共6层）,"新上好位置步梯5层,适合年轻人度假。生活,交通都方便",,南向,10.8万,,1室1厅,1834元/㎡,https://longkou.esf.fang.com/chushou/3_151396057.htm,2010年建
度假区-龙口市南山东海旅游区,96.7㎡,龙口,南山碧海苑,（共6层）,"新上XI缺三居室,业主想换小房子,赔钱急售,想换海景房",,南北向,32.8万,,3室1厅,3391元/㎡,https://longkou.esf.fang.com/chushou/3_151410661.htm,2007年建
度假区-山东龙口徐福镇,77㎡,龙口,福海阁,（共18层）,"2023开年特惠,业主急用钱,赔巨额转让龙口一线海景房,泪奔",,西北向,39.8万,,2室2厅,5168元/㎡,https://longkou.esf.fang.com/chushou/3_151438531.htm,2009年建
度假区-东海黄金海岸的四号地段,131㎡,龙口,龙族海景,（共17层）,"十月新上豪华装修的大三居无敌海景房,全屋智能家居,仅此一套",,东北向,80万,,3室2厅,6106元/㎡,https://longkou.esf.fang.com/chushou/3_151429635.htm,2008年建
人民商场-龙口市南山旅游度假区,107㎡,龙口,南山世纪花园,（共6层）,龙口 南山世纪花园 3室2厅,,南向,52万,,2室2厅,4859元/㎡,https://longkou.esf.fang.com/chushou/16_5068285.htm,2008年建
人民商场-泳汶河西路,67.6㎡,龙口,南山佛光养生谷胜景园,（共7层）,龙口 南山佛光养生谷胜景园 2室1厅,,南北向,18万,,2室1厅,2662元/㎡,https://longkou.esf.fang.com/chushou/16_5119607.htm,2011年建
度假区-龙口市南山东海旅游区,92.19㎡,龙口,星海湖畔,（共6层）,龙口 东海旅游度假区星海湖畔 2室1厅2卫,,南向,28万,,2室1厅,3037元/㎡,https://longkou.esf.fang.com/chushou/16_4835427.htm,2011年建
度假区-港城大道,68㎡,龙口,政府家属楼(龙口),（共5层）,龙口 政府家属楼(龙口) 3室1厅,,南北向,18万,,3室1厅,2647元/㎡,https://longkou.esf.fang.com/chushou/16_5092345.htm,2007年建
度假区-东海黄金海岸西部中心区,84.52㎡,龙口,松涛海景,（共6层）,龙口 松涛海景 2室2厅,,南北向,32万,,2室2厅,3786元/㎡,https://longkou.esf.fang.com/chushou/16_201812.htm,2007年建
人民商场-南山区南山路与山水一路十字交汇处,120.94㎡,龙口,南山协信天骄城,（共12层）,龙口 南山协信天骄城 3室2厅,,南北向,63万,,3室2厅,5209元/㎡,https://longkou.esf.fang.com/chushou/16_5087241.htm,2007年建
度假区-东海黄金海岸的四号地段,117㎡,龙口,龙族海景,（共17层）,"新上好房子,这个小区再也找不到这么便宜的三居室了。",,南北向,36.8万,,3室2厅,3145元/㎡,https://longkou.esf.fang.com/chushou/3_151399783.htm,2009年建
度假区-东海旅游度假区港栾码头西10米,81㎡,龙口,金域蓝湾,（共28层）,"2023开年特价房,无敌海景精装两居室,业主急用钱周转,亏死",,南北向,36.8万,,2室2厅,4543元/㎡,https://longkou.esf.fang.com/chushou/3_151438124.htm,2010年建
度假区-龙口市南山东海旅游区,108㎡,龙口,南山碧海苑,（共4层）,"十一月新上低密度的好房子,三层三居室。拎包入住,性价比不错",,南北向,31.5万,,3室2厅,2916元/㎡,https://longkou.esf.fang.com/chushou/3_151435000.htm,2007年建
度假区-东海旅游度假区(龙口港东北方向2000米),96㎡,龙口,海泉湾,（共5层）,"七月新上一层带花园,特大两居室,稀缺小区,稀缺房源,仅此一套",,南北向,55.6万,,2室2厅,5791元/㎡,https://longkou.esf.fang.com/chushou/3_151420267.htm,2014年建
度假区-龙口市南山东海旅游区,94㎡,龙口,南山碧海苑,（共6层）,"十一月新上还有比这个便宜的三居室吗?位置嘎嘎好,户型贼拉棒",,南北向,18.8万,,3室2厅,2000元/㎡,https://longkou.esf.fang.com/chushou/3_151434730.htm,2007年建
度假区-怡景北路37号,38.38㎡,龙口,高尔夫观邸,（共6层）,2023年开春新上龙口海景房一层带小院总价ZUI低的一套小房,,南向,14.8万,,1室1厅,3856元/㎡,https://longkou.esf.fang.com/chushou/3_151438287.htm,2010年建
度假区-龙口市南山东海旅游区,156㎡,龙口,星海湖畔,（共9层）,"七月新上度假区大的电梯复式,南北通透,户型相当敞亮",,南北向,46万,,4室2厅,2948元/㎡,https://longkou.esf.fang.com/chushou/3_151417395.htm,2009年建
度假区-东海旅游度假区海立方北300米,50㎡,龙口,悦海居,（共6层）,"2023开年福利, 这样的价格吗,这样的二层,您还在犹豫?",,南北向,12.8万,,1室1厅,2560元/㎡,https://longkou.esf.fang.com/chushou/3_151438618.htm,2010年建
度假区-山东龙口徐福镇,77㎡,龙口,福海阁,（共18层）,"十一月新上海景房,业主急用钱,价格便宜的很,景观无敌",,西北向,33.8万,,2室2厅,4389元/㎡,https://longkou.esf.fang.com/chushou/3_151435212.htm,2010年建
度假区-龙口市南山东海旅游区,85㎡,龙口,碧海苑,（共6层）,"2023开年特惠,性价比炒鸡高的步梯3层大两室两厅,全明户型",,南北向,18.5万,,2室2厅,2176元/㎡,https://longkou.esf.fang.com/chushou/3_151438530.htm,2007年建
度假区-龙口市东海旅游度假区,68㎡,龙口,东海名居,（共6层）,"六月新上稀缺一层带花园,精装房,26.5万拎包入住",,南北向,26.5万,,2室1厅,3897元/㎡,https://longkou.esf.fang.com/chushou/3_151409965.htm,2010年建
度假区-龙口市南山东海旅游区,73.45㎡,龙口,南山碧海苑,（共6层）,"价格能谈新上好位置一层带花园,拎包入住,生活,交通真的很方便",,南北向,27.5万,,2室2厅,3744元/㎡,https://longkou.esf.fang.com/chushou/3_151397060.htm,2007年建
度假区-山东烟台龙口东海黄金海岸,87㎡,龙口,托斯卡纳,（共6层）,"2023年2月网红小区,意大利建筑风格,屈指可数的小区。三居",,南北向,30.9万,,3室2厅,3551元/㎡,https://longkou.esf.fang.com/chushou/3_151438691.htm,2011年建
度假区-龙口东海度假区,94㎡,龙口,龙族海城广场,（共18层）,"直降五万,直降五万度,精装拎包入住",,南北向,50万,,2室2厅,5319元/㎡,https://longkou.esf.fang.com/chushou/3_151080700.htm,2019年建
度假区-海润豪景,131㎡,龙口,海润豪景,（共18层）,"新上不太豪华的三居室,不过论性价比来说,那是真合适",,南北向,60万,,3室2厅,4580元/㎡,https://longkou.esf.fang.com/chushou/3_151399033.htm,2009年建
度假区-林海路以南、静海路以北,35㎡,龙口,瀚海绿城,（共6层）,新上一个度假相当合适的房源。主要是价位也合适,,南向,10.8万,,1室1厅,3085元/㎡,https://longkou.esf.fang.com/chushou/3_151398009.htm,2015年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共11层）,"十月底新上一线海景小区,一层带花园30多平米,拎包入住太划算",,南北向,33.5万,,2室2厅,3941元/㎡,https://longkou.esf.fang.com/chushou/3_151432572.htm,2010年建
度假区-龙口市南山东海旅游区,93㎡,龙口,星海湖畔,（共6层）,"十一月底新上三居室,捡漏的过来看看。一线海景小区简单装修",,南北向,18.3万,,3室2厅,1967元/㎡,https://longkou.esf.fang.com/chushou/3_151436079.htm,2008年建
度假区-东海旅游度假区(阳光一路以北),42㎡,龙口,金沙滩,（共33层）,"新上一线海景小区,经典小户型,小区环境嘎嘎好",,南北向,16万,,1室1厅,3809元/㎡,https://longkou.esf.fang.com/chushou/3_151399286.htm,2013年建
度假区-东海旅游度假区港栾码头西10米,73.56㎡,龙口,金域蓝湾,（共18层）,2023年正月新上聚划算电梯两居室,,南向,22.8万,,2室2厅,3099元/㎡,https://longkou.esf.fang.com/chushou/3_151438011.htm,2010年建
度假区-东海旅游度假区港栾码头西10米,80㎡,龙口,金域蓝湾,（共28层）,"降价急售44.5万无敌观海房,比较不好找,尤其是这样的装修。",,南北向,44.5万,,2室2厅,5562元/㎡,https://longkou.esf.fang.com/chushou/3_151369300.htm,2010年建
度假区-南山东海旅游度假区怡海苑东200米,157㎡,龙口,悦海苑,（共11层）,"2023豪华装修的看海复试,还送露台,这才是人生赢家",,西北向,68万,,4室3厅,4331元/㎡,https://longkou.esf.fang.com/chushou/3_151438824.htm,2009年建
度假区-东海旅游度假区(龙口港东北方向2000米),43㎡,龙口,海泉湾,（共5层）,"九月11号新上花园洋房,一层带花园,小区环境杠杠好,仅此一套",,南向,22.5万,,1室1厅,5232元/㎡,https://longkou.esf.fang.com/chushou/3_151426428.htm,2016年建
度假区-东海旅游度假区,42㎡,龙口,金域蓝湾B区,（共28层）,"十一月新上一线海景经典小户型,电梯一居室,嘎嘎好的那种",,南向,17.8万,,1室1厅,4238元/㎡,https://longkou.esf.fang.com/chushou/3_151434722.htm,2016年建
度假区-龙口阳光海岸中心(农贸市场以北),107.53㎡,龙口,龙族海城广场,（共22层）,直降五万龙族海城广场 107.53平2居 南北向精装修,,南北向,50万,,2室2厅,4649元/㎡,https://longkou.esf.fang.com/chushou/3_151320375.htm,2015年建
度假区-山东龙口东海黄金海岸,65㎡,龙口,御海湾,（共6层）,"见过三层送露台的房子,价格太合适了。大露台20平米左右",,南北向,21.8万,,2室1厅,3353元/㎡,https://longkou.esf.fang.com/chushou/3_151438823.htm,2010年建
度假区-南山东海旅游度假区怡海苑东200米,92㎡,龙口,悦海苑,（共6层）,"九月初新上二层精装两居室,92平超大户型,地理位置优越。",,南北向,31.8万,,2室2厅,3456元/㎡,https://longkou.esf.fang.com/chushou/3_151426259.htm,2009年建
度假区-山东烟台龙口东海黄金海岸,69.45㎡,龙口,湖光海景,（共9层）,"2023特价来袭这个花园很漂亮,环境也好,户型也好,价格也好",,南北向,29.8万,,2室2厅,4290元/㎡,https://longkou.esf.fang.com/chushou/3_151438907.htm,2012年建
度假区-南山东海旅游度假区怡海苑东200米,115㎡,龙口,悦海苑,（共11层）,"2023年特惠2500一平米的电梯房一线小区,真的太划算了。",,南北向,28.8万,,2室2厅,2504元/㎡,https://longkou.esf.fang.com/chushou/3_151428624.htm,2008年建
度假区-龙口市南山东海旅游区,107㎡,龙口,星海湖畔,（共18层）,"什么样子房子才叫豪华装修,拎包入住,而且是一线海景",,南北向,63.8万,,2室2厅,5962元/㎡,https://longkou.esf.fang.com/chushou/3_151366245.htm,2009年建
度假区-南山东海旅游度假区海立方南500米,33㎡,龙口,瀚海绿城,（共5层）,"新上精品度假房,麻雀虽小五脏俱全,真的很适合老年人度假",,南北向,12.8万,,1室1厅,3878元/㎡,https://longkou.esf.fang.com/chushou/3_151393222.htm,2009年建
度假区-东海旅游度假区港栾码头西10米,50㎡,龙口,金域蓝湾,（共6层）,"2023年八万八就能买套看海的一居室,你信吗?",,南北向,8.8万,,1室1厅,1760元/㎡,https://longkou.esf.fang.com/chushou/3_151438786.htm,2010年建
度假区-龙口市南山东海旅游区,78㎡,龙口,南山碧海苑,（共5层）,"八月新上拎包住,新装修。在没有这么大的花园了目前。仅此一套",,南北向,32.8万,,2室2厅,4205元/㎡,https://longkou.esf.fang.com/chushou/3_151376410.htm,2007年建
度假区-龙口市南山东海旅游区,156㎡,龙口,星海湖畔,（共18层）,"2023年新上度假区超好的平层三居室,重盘地暖管。没有之一",,南北向,59.8万,,3室2厅,3833元/㎡,https://longkou.esf.fang.com/chushou/3_151438114.htm,2007年建
度假区-沿海路16号楼3单元,102㎡,龙口,海润豪景,（共9层）,"2023开年特惠。看海里面算是比较不错的户型,不错的价格",,南北向,39.8万,,2室2厅,3901元/㎡,https://longkou.esf.fang.com/chushou/3_151438552.htm,2009年建
度假区-东海旅游度假区海立方北300米,47㎡,龙口,悦海居,（共6层）,"客户买了,又不想要了,不知道为啥,不过这样的一层还真不错。",,南北向,17.3万,,1室1厅,3680元/㎡,https://longkou.esf.fang.com/chushou/3_151438922.htm,2011年建
度假区-东海旅游度假区内鑫港宾馆南500米,52㎡,龙口,东方星城,（共6层）,"挨着海鲜码头,步梯三层这个价格真的很合适哟",,南北向,19.88万,,1室1厅,3823元/㎡,https://longkou.esf.fang.com/chushou/3_151316176.htm,2014年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共18层）,"直降三万新上精装电梯大两居室,地理位置不错。户型图不准",,南北向,30.8万,,2室2厅,3623元/㎡,https://longkou.esf.fang.com/chushou/3_151395359.htm,2014年建
度假区-东海旅游度假区港栾码头西10米,58.49㎡,龙口,金域蓝湾,（共6层）,"2023年2月上位置不错,房子装修很好,不到20,好楼层。",,南北向,19.8万,,1室1厅,3385元/㎡,https://longkou.esf.fang.com/chushou/3_151438680.htm,2010年建
度假区-龙口市东海旅游度假区,58㎡,龙口,东海名居,（共6层）,这是2023年性价比比较高的房子。这个房子还送20平米大露台,,南北向,9.8万,,1室1厅,1689元/㎡,https://longkou.esf.fang.com/chushou/3_151438906.htm,2010年建
度假区-龙口市南山东海旅游区,88㎡,龙口,碧海苑,（共6层）,"九月初新上装修别出心裁的房子,集成墙板,次看这样的",,南北向,27.5万,,2室2厅,3125元/㎡,https://longkou.esf.fang.com/chushou/3_151426430.htm,2007年建
度假区-烟台龙口南山,85㎡,龙口,高尔夫一号,（共11层）,"九月中旬上看海两居室,业主从45万降价到今天的价格,哎",,南北向,31.5万,,2室1厅,3705元/㎡,https://longkou.esf.fang.com/chushou/3_151426536.htm,2007年建
度假区-龙口东海旅游度假区东海外语学校西北800米处,58.86㎡,龙口,怡海苑,（共6层）,"新上好位置步梯5层,适合年轻人度假。生活,交通都方便",,南向,10.8万,,1室1厅,1834元/㎡,https://longkou.esf.fang.com/chushou/3_151396057.htm,2007年建
度假区-山东烟台龙口东海黄金海岸,59㎡,龙口,阳光托斯卡纳,（共6层）,"2023开出特惠,不到十万买这个小区的两居室,真是太香了",,南北向,9.9万,,2室1厅,1677元/㎡,https://longkou.esf.fang.com/chushou/3_151438308.htm,2010年建
度假区-龙口市南山东海旅游区,120㎡,龙口,碧海苑,（共4层）,"2023稀缺4楼送5楼大复试。5个卧室,两个大露天,仅此一套",,南北向,31.5万,,5室3厅,2625元/㎡,https://longkou.esf.fang.com/chushou/3_151438874.htm,2007年建
度假区-龙口东海旅游度假区东海外语学校西北800米处,79㎡,龙口,怡海苑,（共6层）,"直降3万步梯5层,两居室户型方正,位置很好,户型图不准",,南北向,16.8万,,2室2厅,2126元/㎡,https://longkou.esf.fang.com/chushou/3_151395580.htm,2007年建
度假区-东海旅游度假区(龙口港东北方向2000米),49㎡,龙口,海泉湾,（共27层）,"2023年开年特惠,上海大姐急用钱,损失将近15万,环境特好",,西北向,25.8万,,1室1厅,5265元/㎡,https://longkou.esf.fang.com/chushou/3_151438289.htm,2018年建
度假区-东海黄金海岸的四号地段,86㎡,龙口,龙族海景,（共17层）,"八月新上景观Zui好的海景房,目前市面上就这一套46.5万",,西北向,46.5万,,2室2厅,5406元/㎡,https://longkou.esf.fang.com/chushou/3_151422572.htm,2009年建
度假区-烟台龙口南山,73㎡,龙口,高尔夫一号,（共6层）,"十一月新上送前花园,再送后花园的精装两居室,不是一般的好呀",,南北向,31.5万,,2室1厅,4315元/㎡,https://longkou.esf.fang.com/chushou/3_151434721.htm,2010年建
度假区-山东龙口徐福镇,85㎡,龙口,福海阁,（共11层）,"八月中旬新上Zui Zui便宜的一套海景房,真的很不赖",,南北向,31.5万,,2室2厅,3705元/㎡,https://longkou.esf.fang.com/chushou/3_151424391.htm,2009年建
度假区-龙口市南山东海旅游区,96.7㎡,龙口,南山碧海苑,（共6层）,"新上XI缺三居室,业主想换小房子,赔钱急售,想换海景房",,南北向,32.8万,,3室1厅,3391元/㎡,https://longkou.esf.fang.com/chushou/3_151410661.htm,2007年建
度假区-龙口市南山东海旅游区,78㎡,龙口,碧海苑,（共6层）,"2023开年特惠,想30以内买套一层大花园的,而且是新装修的",,南北向,28.5万,,2室2厅,3653元/㎡,https://longkou.esf.fang.com/chushou/3_151438529.htm,2007年建
度假区-山东烟台龙口东海黄金海岸,67㎡,龙口,阳光托斯卡纳,（共6层）,"新上意大利风格,环境相当不错的一层带花园的房子,就这么一套",,南北向,27.5万,,2室1厅,4104元/㎡,https://longkou.esf.fang.com/chushou/3_151402062.htm,2011年建
度假区-山东烟台龙口东海黄金海岸,52㎡,龙口,托斯卡纳,（共6层）,"2023年2月特惠一居室,小区环境是关键,户型也很好,值得看",,南北向,13.5万,,1室1厅,2596元/㎡,https://longkou.esf.fang.com/chushou/3_151438694.htm,2011年建
度假区-山东省龙口市东海旅游度假区东海明珠小区,58㎡,龙口,东海明珠,（共10层）,"2023新上两面看海的房子,保准您看了就喜欢很稀缺的那种",,南北向,27.8万,,2室1厅,4793元/㎡,https://longkou.esf.fang.com/chushou/3_151438921.htm,2009年建
度假区-龙族郦景,94㎡,龙口,龙族郦景,（共6层）,"23.5万自家姐姐的房子 拎包入住,不动产证在手,随时过户",,南北向,23.5万,,2室2厅,2500元/㎡,https://longkou.esf.fang.com/chushou/3_151186647.htm,2010年建
度假区-龙口市南山东海旅游区,105.5㎡,龙口,星海湖畔,（共18层）,"2023开年特惠,总价Zui低的一线海景房,三居室拎包入住",,南北向,45.3万,,3室2厅,4293元/㎡,https://longkou.esf.fang.com/chushou/3_151438639.htm,2008年建
度假区-东海旅游度假区港栾码头西10米,80㎡,龙口,金域蓝湾,（共28层）,"7月下旬新上看海ZUI好,价格ZUI便宜的一套无敌海景房",,南北向,39.8万,,2室2厅,4975元/㎡,https://longkou.esf.fang.com/chushou/3_151419396.htm,2013年建
度假区-沿海路36号,62㎡,龙口,怡海苑,（共6层）,"2023年正月新上超性价比的步梯3层,黄金位置,一线海景小区",,南北向,16.8万,,2室1厅,2709元/㎡,https://longkou.esf.fang.com/chushou/3_151438012.htm,2010年建
度假区-山东龙口徐福镇,77㎡,龙口,福海阁,（共18层）,"2023开年特惠,业主急用钱,赔巨额转让龙口一线海景房,泪奔",,西北向,39.8万,,2室2厅,5168元/㎡,https://longkou.esf.fang.com/chushou/3_151438531.htm,2009年建
