"address","area","city","community_name","floor","listing_title","municipal_district","orientation","price","province","rooms","unit_price","url","year","address_region"
"徐东-保利城","75㎡","武汉","保利城","（共29层）","开发商直签75-128平 稀缺两房 内环豪宅保利城七期",NA,"南向","149万",NA,"2室1厅","19866元/㎡","https://wuhan.esf.fang.com/chushou/3_199422936.htm","2021年建","徐东"
"白沙洲-青菱新城南郊路与建阳四路交汇处以东","99.11㎡","武汉","南益名悦华府","（共6层）","白沙洲准现房 今年交付 毛坯大三房 不但任何 单价1万",NA,"南北向","110万",NA,"3室2厅","11098元/㎡","https://wuhan.esf.fang.com/chushou/3_199369871.htm","2021年建","白沙洲"
"白沙洲-白沙洲大道与园艺二路交汇处","160㎡","武汉","和雅东方","（共3层）","武昌三环,口‘一线湖景别墅,送露台花园,和雅东方",NA,"南向","298万",NA,"4室2厅","18625元/㎡","https://wuhan.esf.fang.com/chushou/3_199304095.htm","2022年建","白沙洲"
"白沙洲-万科城市之光","117㎡","武汉","万科城市之光","（共32层）","必看好房:武昌二环万科117㎡精装修三房正地铁对口华师带商业",NA,"南北向","208万",NA,"3室2厅","17777元/㎡","https://wuhan.esf.fang.com/chushou/3_199214935.htm","2019年建","白沙洲"
"白沙洲-洪山区白沙洲大道与八坦路交叉路口","111.89㎡","武汉","中建铂公馆","（共48层）","武昌新二环,精装+12号线地铁口,中建铂公馆,自带龙湖天街",NA,"南北向","200万",NA,"3室2厅","17874元/㎡","https://wuhan.esf.fang.com/chushou/3_199471270.htm","2022年建","白沙洲"
"白沙洲-万科光澜道","95㎡","武汉","万科光澜道","（共6层）","仅1套!武昌新二环12地鉄口,万科光澜道,3000精装带暖",NA,"南北向","148万",NA,"3室2厅","15578元/㎡","https://wuhan.esf.fang.com/chushou/3_199314857.htm","2022年建","白沙洲"
"白沙洲-白沙四路与长征三路交汇处","110.2㎡","武汉","城投联投江南岸","（共32层）","新房:110毛坯三房+临江滩+12号地鉄口+离江200米",NA,"南北向","193.2万",NA,"3室2厅","17531元/㎡","https://wuhan.esf.fang.com/chushou/3_199381053.htm","","白沙洲"
"南湖花园-丁字桥路与岭南路交汇处","125.58㎡","武汉","万科新都会","（共50层）","万科准现房+武昌核心丁字桥+精装通透三房+配套齐全",NA,"南北向","318万",NA,"3室2厅","25322元/㎡","https://wuhan.esf.fang.com/chushou/3_199387040.htm","2022年建","南湖花园"
"白沙洲-白沙洲大道与园艺二路交汇处","95㎡","武汉","和雅东方","（共33层）","房+送精装修+白沙洲C位一线双湖景+",NA,"南北向","142万",NA,"3室2厅","14947元/㎡","https://wuhan.esf.fang.com/chushou/3_199325939.htm","2019年建","白沙洲"
"南湖花园-丁字桥路与岭南路交汇处","125㎡","武汉","万科新都会","（共34层）","精选新房:万科都会系125㎡精装品质豪宅视野无遮挡二环地段",NA,"南北向","306万",NA,"3室2厅","24480元/㎡","https://wuhan.esf.fang.com/chushou/3_199059722.htm","2019年建","南湖花园"
"白沙洲-洪山区白沙洲大道与八坦路交叉路口","155.75㎡","武汉","中建铂公馆","（共20层）","洪山区白沙洲二环 中建铂公馆毛坏房 新房免佣 可享团购折扣",NA,"南北向","287万",NA,"4室2厅","18426元/㎡","https://wuhan.esf.fang.com/chushou/3_199486448.htm","2021年建","白沙洲"
"白沙洲-南郊路与三环交汇处","99㎡","武汉","新力城","（共28层）","新力城 武昌白沙洲三环边口 一线湖景 精装修现房 首付两成",NA,"南北向","131万",NA,"3室2厅","13232元/㎡","https://wuhan.esf.fang.com/chushou/3_199123438.htm","2020年建","白沙洲"
"南湖花园-丁字桥路与岭南路交汇处","140.36㎡","武汉","万科新都会","（共6层）","商圈,医疗,教育,交通都齐全,万科品质,精装交付",NA,"南向","356万",NA,"4室2厅","25363元/㎡","https://wuhan.esf.fang.com/chushou/3_199440268.htm","2006年建","南湖花园"
"中北路-公正路29号(湖北省国土资源厅旁)","215㎡","武汉","沙湖九号","（共46层）","新房直销,无内环沙湖百亿汉街旁,天幕精装",NA,"南向","705万",NA,"5室3厅","32790元/㎡","https://wuhan.esf.fang.com/chushou/3_199131557.htm","2020年建","中北路"
"白沙洲-洪山区白沙洲大道与八坦路交叉路口","124.2㎡","武汉","中建铂公馆","（共33层）","三环内交通口 中建铂公馆回归 下楼就有商业 毛坯交付",NA,"南北向","220万",NA,"4室2厅","17713元/㎡","https://wuhan.esf.fang.com/chushou/3_199501082.htm","2020年建","白沙洲"
"白沙洲-洪山区白沙洲大道与八坦路交叉路口","123.89㎡","武汉","中建铂公馆","（共48层）","武昌新二环,12号线地铁口,中建铂公馆,自带龙湖天街",NA,"南北向","215万",NA,"3室2厅","17354元/㎡","https://wuhan.esf.fang.com/chushou/3_199471304.htm","2022年建","白沙洲"
"徐东-杨园南路与北洋桥路交汇处","109㎡","武汉","朗诗熙华府","（共45层）","武昌内环徐东核心,捡漏1.88!!科技豪宅,南北通透配套齐全",NA,"南北向","211万",NA,"3室2厅","19357元/㎡","https://wuhan.esf.fang.com/chushou/3_199304791.htm","2022年建","徐东"
"积玉桥-和平大道、临江大道与新生路交汇处","313㎡","武汉","联投中心","（共45层）","新房:武昌滨江大平层,270度环幕长江沙湖,公摊仅20.5%",NA,"南北向","850万",NA,"5室2厅","27156元/㎡","https://wuhan.esf.fang.com/chushou/3_199406733.htm","2021年建","积玉桥"
"白沙洲-旭辉江山境","138.78㎡","武汉","旭辉江山境","（共45层）","现房+旭辉江山境+精装修+临江而居+不限够",NA,"南北向","188万",NA,"4室2厅","13546元/㎡","https://wuhan.esf.fang.com/chushou/3_199481421.htm","2022年建","白沙洲"
"白沙洲-南郊路与丽水路交汇处","114.34㎡","武汉","旭辉华宇江悦府","（共33层）","3室2厅精装修 旭辉华宇江悦府 采光好周边配套成熟 准现房",NA,"南北向","148万",NA,"3室2厅","12943元/㎡","https://wuhan.esf.fang.com/chushou/3_199375253.htm","2020年建","白沙洲"
"南湖花园-南湖路(长虹中学旁)","130.61㎡","武汉","新力雅园","（共6层）","南湖核心地段 天地雅园 精装毛坯可选 经典三房 生活便利",NA,"南北向","196.8万",NA,"3室2厅","15067元/㎡","https://wuhan.esf.fang.com/chushou/3_199345251.htm","2019年建","南湖花园"
"白沙洲-青菱街丽水路与南郊路交汇处","100.66㎡","武汉","美好长江首玺","（共34层）","白沙洲三环精装修首付40万送家具家电",NA,"南向","130万",NA,"3室2厅","12914元/㎡","https://wuhan.esf.fang.com/chushou/3_198765842.htm","2021年建","白沙洲"
"白沙洲-南郊路与三环交汇处","115㎡","武汉","新力城","（共6层）","新力城 武昌滨江 单价低至13000 准现房 电梯入户",NA,"南北向","138万",NA,"3室2厅","12000元/㎡","https://wuhan.esf.fang.com/chushou/3_199242623.htm","2006年建","白沙洲"
"白沙洲-武昌南青菱西岸南郊路与杨林三路交汇处","112.36㎡","武汉","万科保利理想城市","（共35层）","洪山主城区+万科精装+华师12年一站式+自带15万方商业街",NA,"南北向","120万",NA,"3室2厅","10679元/㎡","https://wuhan.esf.fang.com/chushou/3_199323736.htm","2021年建","白沙洲"
"白沙洲-万科城市之光","117㎡","武汉","万科城市之光","（共32层）","必看好房:武昌新二环万科新房117㎡精装三房自带商业体及學校",NA,"南北向","208万",NA,"3室2厅","17777元/㎡","https://wuhan.esf.fang.com/chushou/3_199174496.htm","2019年建","白沙洲"
"白沙洲-南郊路与丽水路交汇处","114㎡","武汉","旭辉华宇江悦府","（共6层）","精装交付,准现房,周边配套齐全,旭辉的品质,户型方正",NA,"南北向","149.6万",NA,"3室2厅","13122元/㎡","https://wuhan.esf.fang.com/chushou/3_199275378.htm","2019年建","白沙洲"
"南湖花园-丁字桥路与岭南路交汇处","140.16㎡","武汉","万科新都会","（共50层）","万科准现房!武昌2环,对口省重点武珞路和卓刀泉中小學",NA,"南北向","325万",NA,"4室2厅","23187元/㎡","https://wuhan.esf.fang.com/chushou/3_199316214.htm","2022年建","南湖花园"
"徐东-杨园南路与北洋桥路交汇处","148㎡","武汉","朗诗熙华府","（共45层）","武昌内环滨江商务区 18800, 恒温恒氧 精装交付",NA,"南向","288万",NA,"4室2厅","19459元/㎡","https://wuhan.esf.fang.com/chushou/3_199513325.htm","2022年建","徐东"
"中北路-中北路171号(中北路与东沙大道交汇处)","264㎡","武汉","万达御湖汉印","（共6层）","武昌核心 万达御湖汉印 好圈层 天幕精装大平层 全屋智能",NA,"南北向","901万",NA,"4室2厅","34128元/㎡","https://wuhan.esf.fang.com/chushou/3_199244801.htm","2006年建","中北路"
"武泰闸烽火-保利上城","116.2㎡","武汉","保利上城","（共34层）","保利上城 3室2厅 116.2平",NA,"南向","189万",NA,"3室2厅","16265元/㎡","https://wuhan.esf.fang.com/chushou/3_199450670.htm","2019年建","武泰闸烽火"
"南湖花园-丁字桥路与岭南路交汇处","133㎡","武汉","万科新都会","（共34层）","必看好房:武昌丁字桥二环万科133㎡边户通透精装三房视野开阔",NA,"南北向","320万",NA,"3室2厅","24060元/㎡","https://wuhan.esf.fang.com/chushou/3_199060740.htm","2019年建","南湖花园"
"徐家棚-徐东二路2号","139.58㎡","武汉","水岸星城","（共5层）","东边户3楼洋房诚心出售 公摊小 光线",NA,"南北向","425万",NA,"3室2厅","30448元/㎡","https://wuhan.esf.fang.com/chushou/3_198647900.htm","2006年建","徐家棚"
"白沙洲-青菱新城","94.2㎡","武汉","武汉卓越城","（共32层）","新房:94平三房+毛坯住宅+三开间朝南+大阳台+配套环境好",NA,"南北向","80.7万",NA,"3室2厅","8566元/㎡","https://wuhan.esf.fang.com/chushou/3_199395997.htm","","白沙洲"
"白沙洲-白沙洲大道与园艺二路交汇处","160㎡","武汉","和雅东方","（共3层）","武昌三环口首付74万入住一线湖景别墅 送和花园",NA,"南向","300万",NA,"4室2厅","18750元/㎡","https://wuhan.esf.fang.com/chushou/3_199240062.htm","2022年建","白沙洲"
"积玉桥-和平大道与新河街交汇处","115㎡","武汉","长江悦","（共45层）","(新房)央企华润开发,武昌滨江,江景住宅精装三房",NA,"南北向","326万",NA,"3室2厅","28347元/㎡","https://wuhan.esf.fang.com/chushou/3_199501416.htm","2018年建","积玉桥"
"南湖花园-武昌南湖新城建安街特1号","124.77㎡","武汉","水域天际","（共11层）","水域天际 3室2厅 124.77平",NA,"南北向","398万",NA,"3室2厅","31898元/㎡","https://wuhan.esf.fang.com/chushou/3_199381967.htm","2007年建","南湖花园"
"白沙洲-白沙洲大道与园艺二路交汇处","95㎡","武汉","和雅东方","（共6层）","紧邻白沙洲青菱湖+配套齐全+超大豪宅阳台+学府为邻",NA,"南北向","119万",NA,"3室2厅","12526元/㎡","https://wuhan.esf.fang.com/chushou/3_199327483.htm","2019年建","白沙洲"
"南湖花园-丁字桥路与岭南路交汇处","140.16㎡","武汉","万科新都会","（共38层）","必看好房:武昌二环丁字桥,万科精装通透4房+配套成熟",NA,"南北向","325.8万",NA,"4室2厅","23244元/㎡","https://wuhan.esf.fang.com/chushou/3_199205045.htm","2020年建","南湖花园"
"白沙洲-旭辉江山境","173㎡","武汉","旭辉江山境","（共6层）","武昌滨江现房 旭辉品质大平层270度看江 180观景阳台精装",NA,"南北向","270万",NA,"4室2厅","15606元/㎡","https://wuhan.esf.fang.com/chushou/3_199513321.htm","2006年建","白沙洲"
"白沙洲-青菱新城南郊路与建阳四路交汇处以东","114.65㎡","武汉","南益名悦华府","（共6层）","青菱 在售现房 毛坯交付单价1.1W起 有特价房源价格优惠",NA,"南向","114万",NA,"3室2厅","9943元/㎡","https://wuhan.esf.fang.com/chushou/3_199238771.htm","2006年建","白沙洲"
"中北路-中北路171号(中北路与东沙大道交汇处)","239.29㎡","武汉","汉街壹号公馆","（共47层）","汉街壹号公馆前排临汉街239平 无遮挡日照采光充足 送大露台",NA,"南北向","866万",NA,"4室2厅","36190元/㎡","https://wuhan.esf.fang.com/chushou/3_198891669.htm","2015年建","中北路"
"白沙洲-洪山区白沙洲大道与八坦路交叉路口","111.98㎡","武汉","中建铂公馆","（共33层）","准现房!武昌二环十12号地鉄,中建铂公馆,自带龙湖天街",NA,"南北向","176万",NA,"3室2厅","15717元/㎡","https://wuhan.esf.fang.com/chushou/3_199501083.htm","2022年建","白沙洲"
"徐东-保利城","128㎡","武汉","保利城","（共33层）","徐东核心 保利城七期 收尾制作 毛坯交付 75-128平",NA,"南北向","245万",NA,"3室2厅","19140元/㎡","https://wuhan.esf.fang.com/chushou/3_199464929.htm","2016年建","徐东"
"白沙洲-青菱新城","95.2㎡","武汉","武汉卓越城","（共32层）","新房:95平三房+南北通透边户+单价低+首付低+入住洪山主城",NA,"南北向","80.5万",NA,"3室2厅","8455元/㎡","https://wuhan.esf.fang.com/chushou/3_199395975.htm","","白沙洲"
"南湖花园-丁字桥路与岭南路交汇处","118㎡","武汉","万科新都会","（共6层）","二环内少量的新房,南湖,大平层,万科物业,关注点收藏",NA,"南向","319万",NA,"3室2厅","27033元/㎡","https://wuhan.esf.fang.com/chushou/3_199198444.htm","2006年建","南湖花园"
"徐东-杨园南路与北洋桥路交汇处","80.33㎡","武汉","朗诗熙华府","（共45层）","阿里88总部旁,朗诗熙华府,徐东内环核心,恒温恒氧科技住宅",NA,"南北向","175万",NA,"2室2厅","21785元/㎡","https://wuhan.esf.fang.com/chushou/3_199315592.htm","2022年建","徐东"
"武昌核心-珞狮路与雄楚大道交汇处","53㎡","武汉","诚功新时代","（共32层）","小户型 明星房 潘长江 口 精装修 刚需投资 诚功",NA,"南北向","138万",NA,"2室2厅","26037元/㎡","https://wuhan.esf.fang.com/chushou/3_199248852.htm","2021年建","武昌核心"
"白沙洲-青菱大道与杨林二路交会处","112.56㎡","武汉","大华公园城市","（共18层）","精装+小高层+不限够+首付2成+洪山主城区准现房+华师旁",NA,"南北向","115万",NA,"4室2厅","10216元/㎡","https://wuhan.esf.fang.com/chushou/3_199361259.htm","2021年建","白沙洲"
"徐东-保利城","111㎡","武汉","保利城","（共33层）","实际1万8!1.5环保利城,央企180万方毛坯大盘,双地鉄",NA,"南向","220万",NA,"3室2厅","19819元/㎡","https://wuhan.esf.fang.com/chushou/3_199344313.htm","2022年建","徐东"
"武昌核心-珞狮路与雄楚大道交汇处","69.11㎡","武汉","诚功新时代","（共32层）","新房 二环内 街道口 精装70年产权 小户型",NA,"南北向","155万",NA,"3室2厅","22428元/㎡","https://wuhan.esf.fang.com/chushou/3_199248853.htm","2021年建","武昌核心"
"积玉桥-和平大道与新河街交汇处","115㎡","武汉","长江悦","（共45层）","(新房)央企华润开发,武昌滨江,江景住宅精装三房",NA,"南北向","326万",NA,"3室2厅","28347元/㎡","https://wuhan.esf.fang.com/chushou/3_199501417.htm","2018年建","积玉桥"
"白沙洲-洪山区白沙洲大道与八坦路交叉路口","125.97㎡","武汉","中建铂公馆","（共33层）","武昌中建铂公馆 新品加推精装 自带龙湖天街 稀缺双阳台户型",NA,"南北向","220万",NA,"3室2厅","17464元/㎡","https://wuhan.esf.fang.com/chushou/3_199464384.htm","2021年建","白沙洲"
"中北路-中北路171号(中北路与东沙大道交汇处)","239.29㎡","武汉","汉街壹号公馆","（共47层）","汉街壹号公馆前排临汉街239平 无遮挡日照采光充足 送大露台",NA,"南北向","866万",NA,"4室2厅","36190元/㎡","https://wuhan.esf.fang.com/chushou/3_198891669.htm","2015年建","中北路"
"积玉桥-和平大道与新河街交汇处","115㎡","武汉","长江悦","（共45层）","(新房)央企华润开发,武昌滨江,江景住宅精装三房",NA,"南北向","326万",NA,"3室2厅","28347元/㎡","https://wuhan.esf.fang.com/chushou/3_199501416.htm","2018年建","积玉桥"
"南湖花园-丁字桥路与岭南路交汇处","140.59㎡","武汉","万科新都会","（共50层）","武商梦时代旁 万科物业 近地铁口 无遮挡 对口武珞路卓刀泉",NA,"南向","358万",NA,"4室2厅","25464元/㎡","https://wuhan.esf.fang.com/chushou/3_199440265.htm","2022年建","南湖花园"
"白沙洲-旭辉江山境","173㎡","武汉","旭辉江山境","（共6层）","现有特价房,现房,四开间朝南,通风效果更佳,看江观湖 收藏",NA,"南北向","236.2万",NA,"4室2厅","13653元/㎡","https://wuhan.esf.fang.com/chushou/3_199197012.htm","2019年建","白沙洲"
"白沙洲-青菱新城","94.2㎡","武汉","武汉卓越城","（共32层）","新房:94平三房+毛坯住宅+三开间朝南+大阳台+配套环境好",NA,"南北向","80.7万",NA,"3室2厅","8566元/㎡","https://wuhan.esf.fang.com/chushou/3_199395997.htm","","白沙洲"
"南湖花园-南湖路(长虹中学旁)","121㎡","武汉","新力雅园","（共32层）","新力雅园 二环内,双地铁口 车位商业配套齐全 全程免费看房",NA,"南北向","200万",NA,"3室2厅","16528元/㎡","https://wuhan.esf.fang.com/chushou/3_199244699.htm","2021年建","南湖花园"
"白沙洲-旭辉江山境","178㎡","武汉","旭辉江山境","（共33层）","270度全景看江 170度观景阳台 地铁口 精装交付",NA,"南北向","270万",NA,"4室2厅","15168元/㎡","https://wuhan.esf.fang.com/chushou/3_199354557.htm","2020年建","白沙洲"
"白沙洲-白沙洲大道与园艺二路交汇处","95㎡","武汉","和雅东方","（共6层）","紧邻白沙洲青菱湖+配套齐全+超大豪宅阳台+学府为邻",NA,"南北向","119万",NA,"3室2厅","12526元/㎡","https://wuhan.esf.fang.com/chushou/3_199327483.htm","2019年建","白沙洲"
"白沙洲-青菱大道与杨林二路交会处","87.26㎡","武汉","大华公园城市","（共33层）","不限够+首付2成+洪山主城区+刚需3房+华师学府旁",NA,"南北向","82.5万",NA,"3室2厅","9454元/㎡","https://wuhan.esf.fang.com/chushou/3_199350423.htm","2021年建","白沙洲"
"白沙洲-万科光澜道","95㎡","武汉","万科光澜道","（共34层）","必看好房:万科光澜道新房95㎡精装三房自带商业体及华师學",NA,"南北向","169.8万",NA,"3室2厅","17873元/㎡","https://wuhan.esf.fang.com/chushou/3_199174833.htm","2019年建","白沙洲"
"南湖花园-南湖路(长虹中学旁)","95㎡","武汉","新力雅园","（共6层）","保价!2环内7地鉄口,天地新力雅园,现精装改毛坯",NA,"南向","165万",NA,"3室2厅","17368元/㎡","https://wuhan.esf.fang.com/chushou/3_199314868.htm","2022年建","南湖花园"
"白沙洲-青菱新城","83㎡","武汉","武汉卓越城","（共6层）","单价7xxx起买洪山主城区 刚需福音盘 刚需面积段齐全",NA,"南向","63万",NA,"3室2厅","7590元/㎡","https://wuhan.esf.fang.com/chushou/3_199513314.htm","2006年建","白沙洲"
"白沙洲-武昌南青菱西岸南郊路与杨林三路交汇处","112.34㎡","武汉","万科保利理想城市","（共6层）","终撑不住,万科保利理想城顺应市场,读华师中小學",NA,"南北向","115万",NA,"3室2厅","10236元/㎡","https://wuhan.esf.fang.com/chushou/3_199513344.htm","2022年建","白沙洲"
"南湖花园-南湖路(长虹中学旁)","103㎡","武汉","新力雅园","（共6层）","南湖长虹正对面,精装三房!!",NA,"南向","175万",NA,"3室2厅","16990元/㎡","https://wuhan.esf.fang.com/chushou/3_199491693.htm","2021年建","南湖花园"
"白沙洲-武昌南二环 白沙三路(青菱站)","73㎡","武汉","龙湖三千城光曜","（共21层）","白沙洲5号线口,龙湖天街,双复式,单价不过9千",NA,"南向","118万",NA,"2室2厅","16164元/㎡","https://wuhan.esf.fang.com/chushou/3_199000250.htm","2021年建","白沙洲"
"白沙洲-青菱街丽水路与南郊路交汇处","100.66㎡","武汉","美好长江首玺","（共34层）","武昌白沙洲三环 美好长江首玺 首付40万 精装修拎包入住",NA,"南向","130万",NA,"3室2厅","12914元/㎡","https://wuhan.esf.fang.com/chushou/3_199354591.htm","2021年建","白沙洲"
"白沙洲-旭辉江山境","173㎡","武汉","旭辉江山境","（共6层）","武昌滨江现房 旭辉品质大平层270度看江 180观景阳台精装",NA,"南北向","270万",NA,"4室2厅","15606元/㎡","https://wuhan.esf.fang.com/chushou/3_199513321.htm","2006年建","白沙洲"
"白沙洲-鄂旅投书院世家","122㎡","武汉","鄂旅投书院世家","（共34层）","现房+联排别墅+140平+70年联排独栋别墅+三面环湖",NA,"南向","275万",NA,"4室1厅","22540元/㎡","https://wuhan.esf.fang.com/chushou/3_199501958.htm","2018年建","白沙洲"
"白沙洲-南郊路与三环交汇处","99㎡","武汉","新力城","（共28层）","新力城 武昌白沙洲三环边口 一线湖景 精装修现房 首付两成",NA,"南北向","131万",NA,"3室2厅","13232元/㎡","https://wuhan.esf.fang.com/chushou/3_199123438.htm","2020年建","白沙洲"
"白沙洲-白沙四路与长征三路交汇处","110.2㎡","武汉","城投联投江南岸","（共32层）","新房:110毛坯三房+临江滩+12号地鉄口+离江200米",NA,"南北向","170万",NA,"3室2厅","15426元/㎡","https://wuhan.esf.fang.com/chushou/3_199346901.htm","","白沙洲"
"南湖花园-南湖路(长虹中学旁)","123.5㎡","武汉","新力雅园","（共33层）","新房:南湖特惠房源+地鉄口精装修121大三房+可接送看房",NA,"南北向","250.2万",NA,"3室2厅","20259元/㎡","https://wuhan.esf.fang.com/chushou/3_199396058.htm","","南湖花园"
"南湖花园-南湖路(长虹中学旁)","103㎡","武汉","新力雅园","（共6层）","今年底交房(特价送车位)新力雅园,武昌2环7号地鉄美宅",NA,"南向","170万",NA,"3室2厅","16504元/㎡","https://wuhan.esf.fang.com/chushou/3_199315425.htm","2022年建","南湖花园"
"徐东-杨园南路与北洋桥路交汇处","109㎡","武汉","朗诗熙华府","（共45层）","武昌内环徐东核心,捡漏1.88!!科技豪宅,南北通透配套齐全",NA,"南北向","211万",NA,"3室2厅","19357元/㎡","https://wuhan.esf.fang.com/chushou/3_199513318.htm","2022年建","徐东"
"白沙洲-武昌南青菱西岸南郊路与杨林三路交汇处","92.21㎡","武汉","万科保利理想城市","（共29层）","保价!双地鉄规划,万科保利理想城,读华师中小學,云帆街旁",NA,"南北向","95万",NA,"3室2厅","10302元/㎡","https://wuhan.esf.fang.com/chushou/3_199486468.htm","2022年建","白沙洲"
"白沙洲-新武金堤路与八坦路交叉口(向南前行200米)","140㎡","武汉","城投联投誉江南","（共33层）","武昌新二环江边+双国企现房+一线观江四房两卫",NA,"南北向","245万",NA,"4室2厅","17500元/㎡","https://wuhan.esf.fang.com/chushou/3_199503064.htm","2022年建","白沙洲"
"徐家棚-和平大道团结路交汇处","198㎡","武汉","龙湖清能天奕","（共42层）","清退房!奢装全进口家具,武昌滨江商务区,龙湖清能天奕直接认购",NA,"南北向","690万",NA,"4室2厅","34848元/㎡","https://wuhan.esf.fang.com/chushou/3_199315363.htm","2022年建","徐家棚"
"白沙洲-旭辉江山境","173.44㎡","武汉","旭辉江山境","（共55层）","一线临江+270度全景看江+170度观江大阳台+精装修现房",NA,"南北向","256万",NA,"4室2厅","14760元/㎡","https://wuhan.esf.fang.com/chushou/3_199481597.htm","2022年建","白沙洲"
"白沙洲-白沙洲大道与江国路交汇处东南侧","79.09㎡","武汉","保利上城西区","（共38层）","保利上城西区 高楼层 精装小两房 无贷款",NA,"南向","141万",NA,"2室2厅","17827元/㎡","https://wuhan.esf.fang.com/chushou/3_199413789.htm","2020年建","白沙洲"
"白沙洲-青菱街丽水路与南郊路交汇处","97㎡","武汉","美好长江首玺","（共33层）","来电享优惠 美好97平洪山区主城区+送全屋软装拎包入住",NA,"南北向","130.95万",NA,"3室2厅","13500元/㎡","https://wuhan.esf.fang.com/chushou/3_199143564.htm","2016年建","白沙洲"
